tweets,Sentiment_type
"Was it more traumatic for people in Lagos alone or across the country? We want to objectively learn.

Kindly help us complete and share with young people and others in your network #EndSARS

bit.ly/ENDSARSonlines…

Thank you 🙏🏼🙏🏼",Positive
"We have seen an upsurge in the number of young people traumatized by events around the #EndSars protests calling our helpline for support, even months afterwards.

Thus, we want to understand the magnitude of the traumatizing impact in the society

bit.ly/ENDSARSonlines…",Positive
"Again, army snubs Lagos #EndSARS panel newtelegraphng.com/again-army-snu…",Neutral
"LATEST💫Apprehend fraudster explains how he wipes people’s account with just SIM card and BVN!

_
The DSS Thunder fire you Mama G Garba Shehu Ganduje Aisha Yesufu #Buhari #rukyolotu #davido #ThunderFireYou #CHEMUN #EndSARS #LetGoVideoXPeruzzi #onmydoorbyadaramati #sundayighoho https://t.co/iNjB0xkm7x",Neutral
"Mental Health aspects of the “EndSARS” protests: an online survey of Nigerian social media users 

The Asido Foundation is interested in gathering information about the Mental Health impact of the “EndSARS” protests and violence.

#ENDSARS

 👇🏽👇🏽
bit.ly/ENDSARSonlines…",Positive
"So President Joe Biden has courage to declassified secret Behind the Death of Late Saudi  Journalist Khashoggi ,who was killed in Turkey ,2018, Now that Crown Prince of Saudi Arabia has been accused ,what is the next thing now?
#EndSARS 
@AishaYesufu 
@CIA 
@henryshield",Negative
@jidesanwoolu #EndSARS #EndBadGovernanceInNigeria #End1999Constitution,Neutral
"@followlasg during the #EndSARS #Endsarsnow protests we started seeing water flow into our homes in alausa ikeja for the first time in almost a year. Just few days after the protests the water stopped coming.  Almost six Months now, You guys are doing this on purpose.",Positive
"@iSlimfit All the parents that are helping the government to deny the youths their rights to justice ⚖️ during the #EndSARS  your children grandchildren will beg for food soon, you will all live to suffer health challenges. Save the tweet
#EndSARS",Positive
@InibeheEffiong @SodiqTade Pray 😃😹 please pray that sleepy @Buhari #Nigeria dies. #EndSARS,Neutral
"They can FREEZE #EndSARS Peaceful Protesters Accounts but cant track Account Details of ANY BokoHaram n Fulani Heardmen Criminal Terrorists.

UNA HYPOCRISY GO SOON CATCH UP.

THIS MADNESS GO REACH EVERYBODY...NA JUST SMALL TIME REMAIN",Negative
@RicHassani Misplaced priority. That's how they fined TV stations for airing the #EndSARS protest. I don't see any vulgar words on that song. But am guessing maybe the NBC DG is a victim of the lyrics of the song. 😂😂😂,Negative
"Available
Size 41

Amount 9k
Dm or Whatsapp 08120333300

Please rt
#AbujaTwitterCommunity #Abuja #EndSARS #lagos https://t.co/1dPlsLAm57",Positive
"@mrmacaronii @doziego All the parents that are helping the government to deny the youths their rights to justice ⚖️ during the #EndSARS  your children grandchildren will beg for food soon, you will all live to suffer health challenges. Save the tweet
#EndSARS",Positive
@AloyEjimakor @NkemdiMary This is a proof that sleepy 🤣😸😂@Buhari and #APC and the security apparatus are in cohoot with them. #EndSARS,Neutral
"All the parents that are helping the government to deny the youths their rights to justice ⚖️ during the #EndSARS  your children grandchildren will beg for food soon, you will all live to suffer health challenges. Save the tweet
#EndSARS",Positive
@MBuhari 821 days left #buharicountdown #BuhariMustGo #BuhariTormentor #EndBadGovernanceInNigeria #EndSARS twitter.com/chosensomto/st…,Neutral
Thank God! @oluremitinubu @AsiwajuTinubu #FailedLeaders #FailedState #Lagos #Gidi #EndSars #ReformNigeria #EndCorruption  #EndOpperssion #Vote2023 twitter.com/MobilePunch/st…,Neutral
"the panel seeks to access the medical records as it has not yet been tendered as evidence. Reddington Hospital will be contacted and their medical records subpoenaed, due to this all cases connected to the hospital will be adjourned to another day to be communicated. #ENDSARS https://t.co/b6UW7qkwfQ",Negative
@DeleMomodu You really want them to rush and pay out money to your #Bandit franchise? You have failed. Soon 😉 your creation will also consume you. #EndSARS,Negative
"@GovUmarGanduje you are as useless as they come, a TRUE FAILURE ! @KanostateNg #FailedLeaders #FailedState Speaking out against a failed govt is not a crime #EndSars #ReformNigeria #EndCorruption #EndOpperssion #Vote2023 #InecweneedourPVCs @inecnigeria",Negative
"@YeleSowore @ChibuikeAmaechi The #EndSARS  protest would have effectuate this, but it seem focused on a unit of government which didn't convince the older generation enough to actively participate.",Positive
Nigerians wat can we say for ourselves now  where are we now ??#EndSARS twitter.com/snowhytee10/st…,Neutral
Nigerians wat can we say for ourselves now #EndSARS twitter.com/snowhytee10/st…,Neutral
"Again?

#EndSARS twitter.com/TheNationNews/…",Neutral
"This was 2015, this is 2021.
Everything he said is our experience. 
#endsars https://t.co/Tl6c19BR9E",Neutral
"It is fair! Why because those who criticized Aunt. @AishaYesufu Madam @obyezeks of @BBOG_Nigeria for coming out then under @GEJonathan are still around but are mute to what's happening under @MBuhari.

#Nigeria
#BringBackOurGirls 
#EndSARS twitter.com/waleolaN/statu…",Positive
"#EndSARS aside.

ENISA can sing. 👏👏👏",Neutral
"#ThingsMustChange
#BuhariMustGo
#EndSARS
#EndBadGovernanceInNigeria
Buhari is a total disaster. twitter.com/MBuhari/status…",Neutral
#EndSARS twitter.com/TimmyBondSpect…,Neutral
Owonikoko states that according medical records he arrived around 11:30PM and confirmed to have shot 30 minutes before so it’s not possible to have been shot the army but before he can make his case... #ENDSARS https://t.co/yMIkCMfBoE,Positive
"@Omojuwa @dawisu @UKinNigeria @CatrionaLaing1 Stop hyping this silent collaborator @CatrionaLaing1, she never said anything about #EndSARS or #LekkiMassacre . When we rise again, we are coming for her and her office #EndBadGovernance #BuhariMustGo",Neutral
"@MBuhari #ThingsMustChange 
#buharicountdown 821 days left of rutherless  government in #Nigeria 
#EndBadGovernanceInNigeria #EndSARS #BuhariTormentor twitter.com/EiENigeria/sta…",Neutral
#EndSARS twitter.com/GazetteNGR/sta…,Neutral
If you are not worried about the high rate of insecurity in Nigerian under @MBuhari government; you are an alien #EndSARS #EndBadGovernanceInNigeria #SecureNigeria #EndCorruption #End1999Constitution #EndSARS #OccupyNigeria #BuhariMustGo,Negative
Good morning twitter friends ♥️ Happy Weekend 😊 #EndSARS,Positive
"Boo-Harry is a fool-blown dictator.
#EndSARS 2.0 loading...",Neutral
"@Tutsy22 @dawisu Aunty, he was sacked last year during #EndSARS innit? Or he was reinstated?",Neutral
"It cannot be the music 
we heard that night
that still lingers in the 
chambers of memory.
It is the new chorus 
of our forgotten comrades
and the halleluyahs 
of our second selves.

---Kofi Awoonor, Rediscovery

When I think of #EndSARS , I think this poem.",Positive
@GazetteNGR The attempt will be futile especially now the integrity of the panel has been brought under questioning. #EndSARS,Neutral
Recall that Yakasai was earlier suspended by Ganduje after his remark about Buhari during the #EndSARS protest but was reinstated weeks after. thenationonlineng.net/breaking-gandu…,Neutral
@tundefashola @__black_currant Who ordered the shootings? #EndSARS,Neutral
@gbemy01 Those still defending @MBuhari failed government might soon have their share of the insecurity tormenting Nigerians  #EndSARS #EndBadGovernanceInNigeria #SecureNigeria #EndCorruption #End1999Constitution #EndSARS #OccupyNigeria #BuhariMustGo,Negative
@gimbakakanda Wasn't he sacked last year during the #EndSARS ?,Neutral
#endsars @endsarsbot_ twitter.com/MBuhari/status…,Neutral
@denverind @AishaYesufu And his talks has revealed his competence please be open minded in judging matters. We didn’t elect an idol . #EndSARS #sundayighoho #LekkiMassacre,Positive
"Nemesis, history, karma name it... God is awesome. The evil men do live with them and after them.
#EndSARS 
#EndBadGoveranceInNigeria twitter.com/PDPVanguard/st…",Positive
I just pray the youths/ young ppl dont forget all the struggles. We just need to show this outdated and undemocratic political class that our vote counts whether they believe it or not #EndBadGovernanceInNigeria #EndSARS twitter.com/SavvyRinu/stat…,Negative
@MobilePunch We are in support of you. Sleepy 😺😴@Buhari knows he has failed. What was he expecting when he set up #terrorist groups just to get to #Aso Rock. He should blame himself for the boomerang. #EndSARS,Negative
You might be the biggest clown to think your life mean anything in the Nigeria of today. Stand against BAD GOVERNANCE #EndSARS #EndBadGovernanceInNigeria #SecureNigeria #EndCorruption #End1999Constitution #EndSARS #OccupyNigeria #BuhariMustGo https://t.co/l5hvnILTOq,Negative
"The second petition, #3 Lucky Philemon vs the Nigerian Army. Counsel for Lagos state AJ Owonikoko cross examines the witness, during his course of questioning he tries to pinpoint when Lucky arrived at Reddington Hospital. #ENDSARS https://t.co/McFj6XARZO",Positive
@SaharaReporters @MBuhari Coming from the mouth of @obyezeks wey us her political party money run for presidency back then come later say she no do again for die minute #EndSARS #End1999Constitution,Neutral
"Where is #Dadiyata ....In a country riddled with state sponsored kidnappings, terrorism and killings.. #EndSARS twitter.com/AmnestyNigeria…",Neutral
"Do Nigeria actually have an arm force?
Or its just dummies on uniform paraded by men in agbada😥
 #End1999Constitution #EndSARS
#operationburst #OccupyNigeria",Neutral
"How on Earth did educated Nigerians support an empty 💀 shallow bigot in 2015,you simply reduced or cancel the essence of education.🤔🤔

Please enjoy your actions of 2015, live with the consequences 📌

#EndBadGovernanceInNigeria #End1999Constitution #EndSARS #EndNigeriaNow",Positive
@burnaboy @ffokncarlos #EndSARS,Neutral
@DrJoeAbah Until the citizens are provoked to action there can never be any meaningful action from the failed and nepotistic government of the day  #EndSARS #EndBadGovernanceInNigeria #SecureNigeria #EndCorruption #End1999Constitution #EndSARS #OccupyNigeria #BuhariMustGo https://t.co/Rcphqiul9D,Positive
"Nigeria is a whole circus. 
First you kidnapped the man, then you sacked him(he’s still missing) all because he had the bravery to speak against the government he is part of?? 
#EndSARS twitter.com/daily_nigerian… https://t.co/rn4H3jsoiA",Positive
"We do not want rebranded SARS a.k.a SWAT 
    @PoliceNG @MBuhari @NigeriaGov @ProfOsinbajo @femigbaja @DrAhmadLawan 
    #EndSarsNow #EndSARS",Neutral
To #EndBadGovernanceInNigeria #EndSARS twitter.com/shl/status/136…,Neutral
"Nigeria shall rise again, in the face of brutality, injustice, insecurities, wickedness and heartlessness coupled with bad governance NIGERIA shall surely rise. #EndSARS twitter.com/mrmacaronii/st…",Negative
"@realFFK @EMMANUE62704580 Morons as spokesperson of sleepy @Buhari. No wonder they've ran #Nigeria underground into effectively failed state and a #terrorist one. #EndSARS    @Biafratweet, #Endimpunity, @OduduwaR, @TBRVorg",Negative
317 girls are now abducted under your supreme watch  in our country and yet General major @MBuhari  the President of federal republic of Nigeria 🇳🇬 appears incapable of actions but rather seat in a round table with bandits and terrorist to negotiate... #BuhariMustGo #EndSARS twitter.com/MBuhari/status…,Negative
"If everyone decides to follow the current rule of law wholeheartedly, even say 80% of the time, Nigeria will not be at this stage today. 

You want to change the Constitution with the same set who have milked the country to this point. #thinkNG #Constitution #Patriots #EndSARS",Neutral
#EndSARS #EndBadGovernanceInNigeria twitter.com/PeterROCK_/sta…,Neutral
"Have you watched the #endsars memorial video? What else would you do with your Saturday? Glad to have been part of the team. Watch and share🙏🏿

 youtu.be/SSvB4_hzPoI",Positive
"People ask...what would have ended the #Endsars protest??  If they rated us enough to do just this.. only this, protest for end twitter.com/AfricaStoryLiv…",Neutral
"The first petition is adjourned to March 20, 2021. 

Below is the list of petitioners expected to appear before the panel, today makes for 46th proceeding since its inception. #ENDSARS https://t.co/pKp9RU1MoS",Positive
"@AishaYesufu @bosskola_ @chosensomto @dawisu Who knew Nigeria had such weapons until #EndSARS happened!
A government dt fight against his own people, a government that couldn't come to table with his own people,  a government that sees peaceful protest as a threat,  a government that kills his own future...this is dooms day",Positive
"Again, Nigerian Army Refuses To Present Officers At Lagos #EndSARS Panel dlvr.it/Rtc1x4",Neutral
E be like say #EndSars helped some people to exploit a particular gap within this system o.,Positive
"Again, @HQNigerianArmy fails to appear before Lagos #EndSARS panel | TheCable bit.ly/3krjcFR https://t.co/tsXfPD1UCN",Negative
@cchukudebelu @AJEnglish Did they dig deep to help us know what happened at the #EndSARS protests at the #Lekkitollgate on the night of 20/10/2020?,Neutral
"@OluwaVina @i_am_mzj @DrOlufunmilayo If not for #EndSARS wey spoil business for them, I learnt they do ajo 10k everyday before.
Now na to beg you to give them something to drink water, I jejely carry bottle water give one on Wednesday lol",Positive
"@cchukudebelu Fulani herdsmen destroyed my farm...PEOPLE of #Nigeria should be more important than keeping this Union just to be a BIG market for the world! Those saying ""End Nigeria to save lives"" are proving to be correct... #End1999Constitution #PartiesCloseShopNow #EndSARS #RevolutionNow",Positive
Fusika has stated that he has a witness who is going to counter the army’s testimony &amp; couldn’t prove his case if they were not present. He intentionally refused to give the identity of the witness as seen in Petition #1 on the list. #ENDSARS https://t.co/GicfbdYz0s,Neutral
"@adamugarba @dawisu Una never knw anything, sabi una all mad during d #endsars wake up northan youth",Negative
"@SavvyRinu With over 65% of the population, whoever we decide to be President will be President no matter the rigging and intimidation. We are a lot more than them as it was shown during #EndSARS",Positive
